PT	AU	BA	CA	GP	RI	OI	BE	Z2	TI	X1	Y1	Z1	FT	PN	AE	Z3	SO	S1	SE	BS	VL	IS	SI	MA	BP	EP	AR	DI	D2	SU	PD	PY	AB	X4	Y4	Z4	AK	CT	CY	SP	CL	TC	Z8	ZB	ZS	Z9	SN	BN	UT	PM
J	Comber, Alexis; Carver, Steve; Fritz, Steffen; McMorran, Robert; Washtell, Justin; Fisher, Peter								Different methods, different wilds: Evaluating alternative mappings of wildness using fuzzy MCE and Dempster-Shafer MCE								COMPUTERS ENVIRONMENT AND URBAN SYSTEMS				34	2			142	152		10.1016/j.compenvurbsys.2009.10.006			MAR 2010	2010										12							WOS:000277220800005		
J	Store, Ron; Antikainen, Harri								Using GIS-based multicriteria evaluation and path optimization for effective forest field inventory								COMPUTERS ENVIRONMENT AND URBAN SYSTEMS				34	2			153	161		10.1016/j.compenvurbsys.2009.12.003			MAR 2010	2010										5							WOS:000277220800006		
J	Yue, Peng; Gong, Jianya; Di, Liping								Augmenting geospatial data provenance through metadata tracking in geospatial service chaining								COMPUTERS & GEOSCIENCES				36	3			270	281		10.1016/j.cageo.2009.09.002			MAR 2010	2010										31							WOS:000275566300002		
J	Boroushaki, Soheil; Malczewski, Jacek								Using the fuzzy majority approach for GIS-based multicriteria group decision-making								COMPUTERS & GEOSCIENCES				36	3			302	312		10.1016/j.cageo.2009.05.011			MAR 2010	2010										50							WOS:000275566300005		
J	Luoto, Miska; Marmion, Mathieu; Hjort, Jan								Assessing spatial uncertainty in predictive geomorphological mapping: A multi-modelling approach								COMPUTERS & GEOSCIENCES				36	3			355	361		10.1016/j.cageo.2009.07.008			MAR 2010	2010										8							WOS:000275566300009		
J	Zol'nikov, I. D.; Korolyuk, A. Yu.; Smolentseva, E. N.; Lyamina, V. A.; Dobretsov, N. N.; Martysevich, U. V.								Compilation of Database for Map-Making and Modeling of Ground Ecosystems with the Means of GIS and Remote Sensing Illustrated by Chuya Steppe of Gorny Altai								CONTEMPORARY PROBLEMS OF ECOLOGY				3	2			152	160		10.1134/S1995425510020037			MAR-APR 2010	2010										0							WOS:000277271300003		
J	Petrisor, Alexandru-Ionut; Dragomirescu, Liviu; Decho, Alan W.								Clustering of Approaches to Microbiological Image Enhancement and Classification Based on Buser & Baroni-Urbani's Algorithm and Dragomirescu's Homogeneity								CONTROL ENGINEERING AND APPLIED INFORMATICS				12	1			21	29					MAR 2010	2010										1							WOS:000276132200004		
J	Zotti, Mirca; Vizzini, Alfredo; Di Piazza, Simone; Pavarino, Mario; Mariotti, Mauro Giorgio								Hypogeous fungi in Liguria (Italy): distribution and ecology								CRYPTOGAMIE MYCOLOGIE				31	1			47	57					MAR 2010	2010										4							WOS:000278002200005		
J	Jena, Pradyot R.; Grote, Ulrike								Changing Institutions to Protect Regional Heritage: A Case for Geographical Indications in the Indian Agrifood Sector								DEVELOPMENT POLICY REVIEW				28	2			217	236		10.1111/j.1467-7679.2010.00482.x			MAR 2010	2010										15							WOS:000274167000005		
J	Lookingbill, Todd R.; Gardner, Robert H.; Ferrari, Joseph R.; Keller, Cherry E.								Combining a dispersal model with network theory to assess habitat connectivity								ECOLOGICAL APPLICATIONS				20	2			427	441		10.1890/09-0073.1			MAR 2010	2010										52							WOS:000276635600009		
J	Lehrter, John C.; Cebrian, Just								Uncertainty propagation in an ecosystem nutrient budget								ECOLOGICAL APPLICATIONS				20	2			508	524		10.1890/08-2222.1			MAR 2010	2010										31							WOS:000276635600015		
J	Falcone, James A.; Carlisle, Daren M.; Weber, Lisa C.								Quantifying human disturbance in watersheds: Variable selection and performance of a GIS-based disturbance index for predicting the biological condition of perennial streams								ECOLOGICAL INDICATORS				10	2			264	273		10.1016/j.ecolind.2009.05.005			MAR 2010	2010										37							WOS:000272431700021		
J	Li, Hong; Mynett, Arthur; Penning, Ellis; Qi, Hui								Revealing spatial pattern dynamics in aquatic ecosystem modelling with Multi-Agent Systems in Lake Veluwe								ECOLOGICAL INFORMATICS				5	2			97	107		10.1016/j.ecoinf.2009.08.003			MAR 2010	2010										6							WOS:000276744300003		
J	Mueller, Jocelyn G.; Ogneva-Himmelberger, Yelena; Lloyd, Stephen; Reed, J. Michael								Predicting Prehistoric Taro (Colocasia esculenta var. antiquorum) Lo'i Distribution in Hawaii								ECONOMIC BOTANY				64	1			22	33		10.1007/s12231-010-9113-4			MAR 2010	2010										2							WOS:000275706700003		
J	Sala, Serenella; Cavalli, Marta; Vighi, Marco								Spatially explicit method for ecotoxicological risk assessment of pesticides for birds								ECOTOXICOLOGY AND ENVIRONMENTAL SAFETY				73	3			213	221		10.1016/j.ecoenv.2009.12.007			MAR 2010	2010										6							WOS:000274716800001		
J	Kuo, Cheng-Chien; Chao, Yen-Ting								Energy management based on AM/FM/GIS for phase balancing application on distribution systems								ENERGY CONVERSION AND MANAGEMENT				51	3			485	492		10.1016/j.enconman.2009.10.011			MAR 2010	2010										7							WOS:000274090300012		
J	Schelly, Chelsea								Testing Residential Solar Thermal Adoption								ENVIRONMENT AND BEHAVIOR				42	2			151	170		10.1177/0013916508327867			MAR 2010	2010										13							WOS:000274316300001		
J	Lai, Poh C.; Kwong, Kim-Hung; Mak, Ann S. H.								Assessing the applicability and effectiveness of 3D visualisation in environmental impact assessment								ENVIRONMENT AND PLANNING B-PLANNING & DESIGN				37	2			221	233		10.1068/b34141			MAR 2010	2010										12							WOS:000277599800003		
J	Wu, Chunfa; Zhang, Limin								Heavy metal concentrations and their possible sources in paddy soils of a modern agricultural zone, southeastern China								ENVIRONMENTAL EARTH SCIENCES				60	1			45	56		10.1007/s12665-009-0168-4			MAR 2010	2010										26							WOS:000274385200005		
J	Baeza, Cristina; Lantada, N.; Moya, J.								Influence of sample and terrain unit on landslide susceptibility assessment at La Pobla de Lillet, Eastern Pyrenees, Spain								ENVIRONMENTAL EARTH SCIENCES				60	1			155	167		10.1007/s12665-009-0176-4			MAR 2010	2010										14							WOS:000274385200013		
J	Huang, Yue; Chen, Xi; Li, Yongping; Willems, Patrick; Liu, Tie								Integrated Modeling System for Water Resources Management of Tarim River Basin								ENVIRONMENTAL ENGINEERING SCIENCE				27	3			255	269		10.1089/ees.2009.0359			MAR 2010	2010										24							WOS:000275727000005		
J	Yin, Run Sheng; Xiang, Qing; Xu, Jin Tao; Deng, Xiang Zheng								Modeling the Driving Forces of the Land Use and Land Cover Changes Along the Upper Yangtze River of China								ENVIRONMENTAL MANAGEMENT				45	3			454	465		10.1007/s00267-009-9377-6			MAR 2010	2010										18							WOS:000275789700004		
J	Jelaska, Sven D.; Nikolic, Toni; Jelaska, Lucija Seric; Kusan, Vladimir; Peternel, Hrvoje; Guzvica, Goran; Major, Zoran								Terrestrial Biodiversity Analyses in Dalmatia (Croatia): A Complementary Approach Using Diversity and Rarity								ENVIRONMENTAL MANAGEMENT				45	3			616	625		10.1007/s00267-010-9437-y			MAR 2010	2010										10							WOS:000275789700017		
J	Trisurat, Yongyut; Alkemade, Rob; Verburg, Peter H.								Projecting Land-Use Change and Its Consequences for Biodiversity in Northern Thailand								ENVIRONMENTAL MANAGEMENT				45	3			626	639		10.1007/s00267-010-9438-x			MAR 2010	2010										44							WOS:000275789700018		
J	Dymond, John R.; Betts, Harley D.; Schierlitz, Christina S.								An erosion model for evaluating regional land-use scenarios								ENVIRONMENTAL MODELLING & SOFTWARE				25	3			289	298		10.1016/j.envsoft.2009.09.011			MAR 2010	2010										34							WOS:000273151000002		
J	Hoshino, Tadao; Kuriyama, Koichi								Measuring the Benefits of Neighbourhood Park Amenities: Application and Comparison of Spatial Hedonic Approaches								ENVIRONMENTAL & RESOURCE ECONOMICS				45	3			429	444		10.1007/s10640-009-9321-5			MAR 2010	2010										16							WOS:000274544000005		
J	Zhang, Mingyang; Wang, Kelin; Chen, Hongsong; Liu, Huiyu; Yue, Yuemin; Zhang, Wei								Impacts of land use and land cover changes upon organic productivity values in Karst ecosystems: a case study of Northwest Guangxi, China								FRONTIERS OF EARTH SCIENCE				4	1			3	13		10.1007/s11707-010-0005-9			MAR 2010	2010										2							WOS:000208725500002		
J	Wang, Sihui; Zhao, Yanwei; Yin, Xin'an; Yu, Lei; Xu, Fei								Land use and landscape pattern changes in Nenjiang River basin during 1988-2002								FRONTIERS OF EARTH SCIENCE				4	1			33	41		10.1007/s11707-010-0006-8			MAR 2010	2010										8							WOS:000208725500005		
J	Chou, Hoshu								Introspection of sustainable development and environmental planning of National Park management								FRONTIERS OF EARTH SCIENCE				4	1			83	88		10.1007/s11707-010-0012-x			MAR 2010	2010										0							WOS:000208725500010		
J	Bulatovic, Vladimir; Ninkov, Tosa; Susic, Zoran								Open Geospatial Consortium Web Services in Complex Distribution Systems								GEODETSKI LIST				64	1			13	29					MAR 2010	2010										3							WOS:000279635400002		
J	Olson, Julia								Seeding nature, ceding culture: Redefining the boundaries of the marine commons through spatial management and GIS								GEOFORUM				41	2			293	303		10.1016/j.geoforum.2009.10.008			MAR 2010	2010										17							WOS:000275811400014		
J	Gutierrez Illan, Javier; Gutierrez, David; Wilson, Robert J.								The contributions of topoclimate and land cover to species distributions and abundance: fine-resolution tests for a mountain butterfly fauna								GLOBAL ECOLOGY AND BIOGEOGRAPHY				19	2			159	173		10.1111/j.1466-8238.2009.00507.x			MAR 2010	2010										32							WOS:000274320600002		
J	Tsilingiridis, G.; Sidiropoulos, C.; Pentaliotis, A.; Evripidou, C.; Papastavros, C.; Mesimeris, T.; Papastavrou, M.								A SPATIALLY ALLOCATED EMISSIONS INVENTORY FOR CYPRUS								GLOBAL NEST JOURNAL				12	1			99	107					MAR 2010	2010						11th International Conference on Environmental Science and Technology (CEST2009)	SEP 03-05, 2009		Chania, GREECE	3							WOS:000276798400013		
J	Mutiti, Samuel; Levy, Jonathan; Mutiti, Christine; Gaturu, Ndung'u S.								Assessing Ground Water Development Potential Using Landsat Imagery								GROUND WATER				48	2			295	305		10.1111/j.1745-6584.2008.00524.x			MAR-APR 2010	2010										6							WOS:000274941500016		
J	Zhang, Sumei; Guldmann, Jean-Michel								Accessibility, Diversity, Environmental Quality and the Dynamics of Intra-Urban Population and Employment Location								GROWTH AND CHANGE				41	1			85	114		10.1111/j.1468-2257.2009.00517.x			MAR 2010	2010										4							WOS:000275205500004		
J	Sage, William M.; Balthazar, Matthew; Kelder, Steven; Millea, Susan; Pont, Stephen; Rao, Mohan								Mapping Data Shape Community Responses To Childhood Obesity								HEALTH AFFAIRS				29	3			498	502		10.1377/hlthaff.2010.0153			MAR-APR 2010	2010										5							WOS:000275031300023		
J	Tian, Nancy; Wilson, J. Gaines; Zhan, F. Benjamin								Female breast cancer mortality clusters within racial groups in the United States								HEALTH & PLACE				16	2			209	218		10.1016/j.healthplace.2009.09.012			MAR 2010	2010										22							WOS:000274461100004		
J	Smith, David; Whitehouse, Nicki; Bunting, M. Jane; Chapman, Henry								Can we characterise 'openness' in the Holocene palaeoenvironmental record? Modern analogue studies of insect faunas and pollen spectra from Dunham Massey deer park and Epping Foresty England								HOLOCENE				20	2			215	229		10.1177/0959683609350392			MAR 2010	2010										18							WOS:000274900800007		
J	Massone, Hector; Quiroz Londono, Mauricio; Martinez, Daniel								Enhanced groundwater vulnerability assessment in geological homogeneous areas: a case study from the Argentine Pampas								HYDROGEOLOGY JOURNAL				18	2			371	379		10.1007/s10040-009-0506-3			MAR 2010	2010										16							WOS:000274456600009		
J	Dimitriou, Elias; Moussoulis, Elias								Hydrological and nitrogen distributed catchment modeling to assess the impact of future climate change at Trichonis Lake, western Greece								HYDROGEOLOGY JOURNAL				18	2			441	454		10.1007/s10040-009-0535-y			MAR 2010	2010										6							WOS:000274456600014		
J	Jo, Hyungeun; Ryu, Jung-hee								Placegram: A Diagrammatic Map for Personal Geotagged Data Browsing								IEEE TRANSACTIONS ON VISUALIZATION AND COMPUTER GRAPHICS				16	2			221	234		10.1109/TVCG.2009.68			MAR-APR 2010	2010										0							WOS:000273396600005		
J	Mandel, Lauren H.								Geographic Information Systems: Tools for Displaying In-Library Use Data								INFORMATION TECHNOLOGY AND LIBRARIES				29	1			47	52		10.6017/ital.v29i1.3158			MAR 2010	2010										9							WOS:000275258300009		
J	Hudak, P. F.								Nitrate, Arsenic and Selenium Concentrations in The Pecos Valley Aquifer, West Texas,USA								INTERNATIONAL JOURNAL OF ENVIRONMENTAL RESEARCH				4	2			229	236					SPR 2010	2010										11							WOS:000276771100006		
J	Bell, Nathaniel; Schuurman, Nadine								GIS and Injury Prevention and Control: History, Challenges, and Opportunities								INTERNATIONAL JOURNAL OF ENVIRONMENTAL RESEARCH AND PUBLIC HEALTH				7	3			1002	1017		10.3390/ijerph7031002			MAR 2010	2010										10							WOS:000275951600018		
J	Vafaeinezhad, A. R.; Alesheikh, A. A.; Nouri, J.								Developing a spatio-temporal model of risk management for earthquake life detection rescue team								INTERNATIONAL JOURNAL OF ENVIRONMENTAL SCIENCE AND TECHNOLOGY				7	2			243	250		10.1007/BF03326134			SPR 2010	2010										5							WOS:000275241200004		
J	van den Broek, Machteld; Ramirez, Andrea; Groenenberg, Heleen; Neele, Filip; Viebahn, Peter; Turkenburg, Wim; Faaij, Andre								Feasibility of storing CO2 in the Utsira formation as part of a long term Dutch CCS strategy An evaluation based on a GIS/MARKAL toolbox								INTERNATIONAL JOURNAL OF GREENHOUSE GAS CONTROL				4	2			351	366		10.1016/j.ijggc.2009.09.002			MAR 2010	2010						9th International Conference on Greenhouse Gas Control Technologies	NOV 16-20, 2008		Washington, DC	28							WOS:000275707900031		
J	Harris, A. J.; Bezuidenhout, C. N.; Lagrange, L. F.; Lyne, P. W. L.								Development of a sugarcane transport route planning application in a geographical information system								INTERNATIONAL SUGAR JOURNAL				112	1335			177	+					MAR 2010	2010										1							WOS:000279444700039		
J	Ahmadi, H.; Mohseni, S.; Akmal, A. A. Shayegani								ELECTROMAGNETIC FIELDS NEAR TRANSMISSION LINES - PROBLEMS AND SOLUTIONS								IRANIAN JOURNAL OF ENVIRONMENTAL HEALTH SCIENCE & ENGINEERING				7	2			181	188					SPR 2010	2010										8							WOS:000277276200009		
J	Chavez, Jose L.; Pierce, Francis J.; Evans, Robert G.								Compensating inherent linear move water application errors using a variable rate irrigation system								IRRIGATION SCIENCE				28	3			203	210		10.1007/s00271-009-0188-6			MAR 2010	2010										8							WOS:000274205300001		
J	Xie, Yichun; Sha, Zongyao; Bai, Yongfei								Classifying historical remotely sensed imagery using a tempo-spatial feature evolution (T-SFE) model								ISPRS JOURNAL OF PHOTOGRAMMETRY AND REMOTE SENSING				65	2			182	190		10.1016/j.isprsjprs.2009.10.007			MAR 2010	2010										14							WOS:000276819400003		
J	Falk, M. G.; Denham, R. J.; Mengersen, K. L.								Estimating Uncertainty in the Revised Universal Soil Loss Equation via Bayesian Melding								JOURNAL OF AGRICULTURAL BIOLOGICAL AND ENVIRONMENTAL STATISTICS				15	1			20	37		10.1007/s13253-009-0005-y			MAR 2010	2010										4							WOS:000275429900002		
J	Jones, Eric E.								An analysis of factors influencing sixteenth and seventeenth century Haudenosaunee (Iroquois) settlement locations								JOURNAL OF ANTHROPOLOGICAL ARCHAEOLOGY				29	1			1	14		10.1016/j.jaa.2009.09.002			MAR 2010	2010										25							WOS:000274350900001		
J	Mhaske, Sumedh Yamaji; Choudhury, Deepankar								GIS-based soil liquefaction susceptibility map of Mumbai city for earthquake events								JOURNAL OF APPLIED GEOPHYSICS				70	3			216	225		10.1016/j.jappgeo.2010.01.001			MAR 2010	2010										21							WOS:000276417700004		
J	Fouache, Eric; Desruelles, Stephane; Magny, Michel; Bordon, Amandine; Oberweiler, Cecile; Coussot, Celine; Touchais, Gilles; Lera, Petrika; Lezine, Anne-Marie; Fadin, Lionel; Roger, Rebecca								Palaeogeographical reconstructions of Lake Maliq (Korca Basin, Albania) between 14,000 BP and 2000 BP								JOURNAL OF ARCHAEOLOGICAL SCIENCE				37	3			525	535		10.1016/j.jas.2009.10.017			MAR 2010	2010										23							WOS:000274930300009		
J	Zhang, Z. X.; Zhang, H. Y.; Zhou, D. W.								Using GIS spatial analysis and logistic regression to predict the probabilities of human-caused grassland fires								JOURNAL OF ARID ENVIRONMENTS				74	3			386	393		10.1016/j.jaridenv.2009.09.024			MAR 2010	2010										21							WOS:000274348900011		
J	Qian, YiBing; Zhou, HuaRong; Wu, ZhaoNing								Landscape eco-environment risk assessment of highway in arid area of Xinjiang, China								JOURNAL OF ARID LAND				2	1			20	25		10.3724/SP.J.1227.2010.00020			MAR 2010	2010										0							WOS:000293427100005		
J	Volkman, Julie E.; Parrott, Roxanne; Hopfer, Suellen; Lengerich, Eugene J.								A National Survey of State Comprehensive Cancer Control Managers: Implications of Geographic Information Systems								JOURNAL OF CANCER EDUCATION				25	1			55	60		10.1007/s13187-009-0012-2			MAR 2010	2010										0							WOS:000276235200011		
J	Crowell, Mark; Coulton, Kevin; Johnson, Cheryl; Westcott, Jonathan; Bellomo, Doug; Edelman, Scott; Hirsch, Emily								An Estimate of the US Population Living in 100-Year Coastal Flood Hazard Areas								JOURNAL OF COASTAL RESEARCH				26	2			201	211		10.2112/JCOASTRES-D-09-00076.1			MAR 2010	2010										36							WOS:000276328400002		
J	Ozyurt, Guelizar; Ergin, Aysen								Improving Coastal Vulnerability Assessments to Sea-Level Rise: A New Indicator-Based Methodology for Decision Makers								JOURNAL OF COASTAL RESEARCH				26	2			265	273		10.2112/08-1055.1			MAR 2010	2010										29							WOS:000276328400006		
J	Esbah, Hayriye; Kara, Baris; Deniz, Bulent; Kesgin, Birsen								Changing Land Cover Characteristics of a Developing Coastal Town: A Case Study of Didim, Turkey								JOURNAL OF COASTAL RESEARCH				26	2			274	282		10.2112/08-1092.1			MAR 2010	2010										9							WOS:000276328400007		
J	Park, Kwangjin; Choo, Hyunseung								Location-Based Data Dissemination for Spatial Queries in Wireless Broadcast Environments								JOURNAL OF COMPUTER SCIENCE AND TECHNOLOGY				25	2			330	346		10.1007/s11390-010-9327-z			MAR 2010	2010										1							WOS:000275623200013		
J	Choowong-Wattanasakpubal; Teratum-Bunyagul								Algorithm for Detecting, Indentifying, Locating and Experience to Develop the Automate Faults Location in Radial Distribution System								JOURNAL OF ELECTRICAL ENGINEERING & TECHNOLOGY				5	1			36	44		10.5370/JEET.2010.5.1.036			MAR 2010	2010										3							WOS:000275103300006		
J	Skalos, Jan; Engstova, Barbora								Methodology for mapping non-forest wood elements using historic cadastral maps and aerial photographs as a basis for management								JOURNAL OF ENVIRONMENTAL MANAGEMENT				91	4			831	843		10.1016/j.jenvman.2009.10.013			MAR-APR 2010	2010										35							WOS:000274984900006		
J	Hur, Misun; Nasar, Jack L.; Chun, Bumseok								Neighborhood satisfaction, physical and perceived naturalness and openness								JOURNAL OF ENVIRONMENTAL PSYCHOLOGY				30	1			52	59		10.1016/j.jenvp.2009.05.005			MAR 2010	2010										71							WOS:000275686300005		
J	Maxwell, Susan K.; Meliker, Jaymie R.; Goovaerts, Pierre								Use of land surface remotely sensed satellite and airborne data for environmental exposure assessment in cancer research								JOURNAL OF EXPOSURE SCIENCE AND ENVIRONMENTAL EPIDEMIOLOGY				20	2			176	185		10.1038/jes.2009.7			MAR-APR 2010	2010										16							WOS:000274649700009		
J	Lillios, Katina T.; Waterman, Anna J.; Artz, Joe Alan; Josephs, Richard L.								The Neolithic-Early Bronze Age Mortuary Rockshelter of Bolores, Torres Vedras, Portugal								JOURNAL OF FIELD ARCHAEOLOGY				35	1			19	39		10.1179/009346910X12707320296630			MAR 2010	2010										13							WOS:000279969800003		
J	Katpatal, Y. B.; Patil, S. A.								Spatial analysis on impacts of mining activities leading to flood disaster in the Erai watershed, India								JOURNAL OF FLOOD RISK MANAGEMENT				3	1			80	87		10.1111/j.1753-318X.2009.01057.x			MAR 2010	2010										3							WOS:000283789100008		
J	Nogueira, Francisco C.; Bezerra, Francisco H. R.; Fuck, Reinhardt A.								Quaternary fault kinematics and chronology in intraplate northeastern Brazil								JOURNAL OF GEODYNAMICS				49	2			79	91		10.1016/j.jog.2009.11.002			MAR 2010	2010										27							WOS:000275132100003		
J	Liu, Xingjian; LeSage, James								Arc_Mat: a Matlab-based spatial data analysis toolbox								JOURNAL OF GEOGRAPHICAL SYSTEMS				12	1			69	87		10.1007/s10109-009-0096-6			MAR 2010	2010										10							WOS:000274401800004		
J	Pavlovski, Alexandre; Fletcher, Jim; Kostylev, Vladimir; Crace, John								SOLAR ARCHITECTURE AND ENERGY ENGINEERING								JOURNAL OF GREEN BUILDING				5	2			32	40		10.3992/jgb.5.2.32			SPR 2010	2010										1							WOS:000280247100004		
J	Ma, Z. M.; Yan, Li								A Literature Overview of Fuzzy Conceptual Data Modeling								JOURNAL OF INFORMATION SCIENCE AND ENGINEERING				26	2			427	441					MAR 2010	2010										26							WOS:000276057900007		
J	Fernandez, Alfonso; Araos, Jose; Marin, Jorge								Inventory and Geometrical Changes in Small Glaciers Covering Three Northern Patagonian Summits Using Remote Sensing and GIS Techniques								JOURNAL OF MOUNTAIN SCIENCE				7	1			26	35		10.1007/s11629-010-1066-7			MAR 2010	2010										2							WOS:000274386100004		
J	Stern, Mark J.; Seifert, Susan C.								Cultural Clusters: The Implications of Cultural Assets Agglomeration for Neighborhood Revitalization								JOURNAL OF PLANNING EDUCATION AND RESEARCH				29	3			262	279		10.1177/0739456X09358555			MAR 2010	2010										58							WOS:000275086000002		
J	Currid, Elizabeth; Williams, Sarah								Two Cities, Five Industries: Similarities and Differences within and between Cultural Industries in New York and Los Angeles								JOURNAL OF PLANNING EDUCATION AND RESEARCH				29	3			322	335		10.1177/0739456X09358559			MAR 2010	2010										29							WOS:000275086000006		
J	Mukundan, R.; Radcliffe, D. E.; Risse, L. M.								Spatial resolution of soil data and channel erosion effects on SWAT model predictions of flow and sediment								JOURNAL OF SOIL AND WATER CONSERVATION				65	2			92	104		10.2489/jswc.65.2.92			MAR-APR 2010	2010										26							WOS:000276286500010		
J	Fabietti, Gabriele; Biasioli, Mattia; Barberis, Renzo; Ajmone-Marsan, Franco								Soil contamination by organic and inorganic pollutants at the regional scale: the case of Piedmont, Italy								JOURNAL OF SOILS AND SEDIMENTS				10	2			290	300		10.1007/s11368-009-0114-9			MAR 2010	2010										30							WOS:000274853100018		
J	Suresh, M.; Gurugnanam, B.; Vasudevan, S.; Dharanirajan, K.; Raj, N. Jawahar								Drinking and irrigational feasibility of groundwater, GIS spatial mapping in upper Thirumanimuthar sub-basin, Cauvery River, Tamil Nadu								JOURNAL OF THE GEOLOGICAL SOCIETY OF INDIA				75	3			518	526		10.1007/s12594-010-0045-5			MAR 2010	2010										8							WOS:000277012100006		
J	Ambastha, K. R.; Hussain, S. A.; Badola, R.; Roy, P. S.								Spatial analysis of anthropogenic disturbances in mangrove forests of Bhitarkanika Conservation Area, India								JOURNAL OF THE INDIAN SOCIETY OF REMOTE SENSING				38	1			67	83		10.1007/s12524-010-0013-y			MAR 2010	2010										3							WOS:000281393500007		
J	Sathish, A.; Niranjana, K. V.								Land suitability studies for major crops in Pavagada taluk, Karnataka using remote sensing and GIS techniques								JOURNAL OF THE INDIAN SOCIETY OF REMOTE SENSING				38	1			143	151		10.1007/s12524-010-0005-y			MAR 2010	2010										5							WOS:000281393500013		
J	Rogalsky, Jennifer								The working poor and what GIS reveals about the possibilities of public transit								JOURNAL OF TRANSPORT GEOGRAPHY				18	2			226	237		10.1016/j.jtrangeo.2009.06.008			MAR 2010	2010										23							WOS:000275295700003		
J	Kasturia, Saurabh; Verma, Ashish								Multiobjective Transit Passenger Information System Design Using GIS								JOURNAL OF URBAN PLANNING AND DEVELOPMENT-ASCE				136	1			34	41		10.1061/(ASCE)0733-9488(2010)136:1(34)			MAR 2010	2010										2							WOS:000274524300005		
J	Martinez, Sergio I.; Merwade, Venkatesh; Maidment, David								Linking GIS, Hydraulic Modeling, and Tabu Search for Optimizing a Water Level-Monitoring Network in South Florida								JOURNAL OF WATER RESOURCES PLANNING AND MANAGEMENT-ASCE				136	2			167	176		10.1061/(ASCE)WR.1943-5452.0000024			MAR-APR 2010	2010										0							WOS:000274517800004		
J	Triana, Enrique; Labadie, John W.; Gates, Timothy K.								River GeoDSS for Agroenvironmental Enhancement of Colorado's Lower Arkansas River Basin. I: Model Development and Calibration								JOURNAL OF WATER RESOURCES PLANNING AND MANAGEMENT-ASCE				136	2			177	189		10.1061/(ASCE)WR.1943-5452.0000025			MAR-APR 2010	2010										4							WOS:000274517800005		
J	Arraut, E. M.; Marmontel, M.; Mantovani, J. E.; Novo, E. M. L. M.; Macdonald, D. W.; Kenward, R. E.								The lesser of two evils: seasonal migrations of Amazonian manatees in the Western Amazon								JOURNAL OF ZOOLOGY				280	3			247	256		10.1111/j.1469-7998.2009.00655.x			MAR 2010	2010										12							WOS:000274412100003		
J	Lopez-Vicente, M.; Navas, A.								ROUTING RUNOFF AND SOIL PARTICLES IN A DISTRIBUTED MODEL WITH GIS: IMPLICATIONS FOR SOIL PROTECTION IN MOUNTAIN AGRICULTURAL LANDSCAPES								LAND DEGRADATION & DEVELOPMENT				21	2			100	109		10.1002/ldr.901			MAR-APR 2010	2010										21							WOS:000276670700005		
J	Pradhan, Biswajeet; Lee, Saro								Regional landslide susceptibility analysis using back-propagation neural network model at Cameron Highland, Malaysia								LANDSLIDES				7	1			13	30		10.1007/s10346-009-0183-2			MAR 2010	2010										153							WOS:000274904300002		
J	Erener, Arzu; Duzgun, H. Sebnem B.								Improvement of statistical landslide susceptibility mapping by using spatial and global regression methods in the case of More and Romsdal (Norway)								LANDSLIDES				7	1			55	68		10.1007/s10346-009-0188-x			MAR 2010	2010										33							WOS:000274904300005		
J	Mantovani, Franco; Javier Gracia, Francisco; de Cosmo, Pietro Domenico; Suma, Andrea								A new approach to landslide geomorphological mapping using the Open Source software in the Olvera area (Cadiz, Spain)								LANDSLIDES				7	1			69	74		10.1007/s10346-009-0181-4			MAR 2010	2010										9							WOS:000274904300006		
J	Falcone, U.; Gilardi, Luisella; Pasqualini, O.; Santoro, S.; Coffano, Elena								Integrated use of data bases to map manufacturing processes involving exposure to carcinogens in the Piedmont Region: the example of formaldehyde								MEDICINA DEL LAVORO				101	2			83	90					MAR-APR 2010	2010										3							WOS:000289110900001		
J	Matyas, Corene J.								Associations between the size of hurricane rain fields at landfall and their surrounding environments								METEOROLOGY AND ATMOSPHERIC PHYSICS				106	3-4			135	148		10.1007/s00703-009-0056-1			MAR 2010	2010										27							WOS:000274519500002		
J	Kouli, Maria; Loupasakis, Constantinos; Soupios, Pantelis; Vallianatos, Filippos								Landslide hazard zonation in high risk areas of Rethymno Prefecture, Crete Island, Greece								NATURAL HAZARDS				52	3			599	621		10.1007/s11069-009-9403-2			MAR 2010	2010										41							WOS:000274110600005		
J	Al-Shorman, Abdulla								Testing the Function of Early Bronze Age I Dolmens: A GIS Investigation								NEAR EASTERN ARCHAEOLOGY				73	1			46	49					MAR 2010	2010										2							WOS:000208394900004		
J	Abad, Esther; Bellido, Jose M.; Punzon, Antonio								Transfer of fishing effort between areas and fishery units in Spanish fisheries as side effects of the prestige oil spill management measures								OCEAN & COASTAL MANAGEMENT				53	3			107	113		10.1016/j.ocecoaman.2009.12.002			MAR 2010	2010										2							WOS:000276525800003		
J	Seo, Ju-Hee; Leem, Jong-Han; Ha, Eun-Hee; Kim, Ok-Jin; Kim, Byung-Mi; Lee, Ji-Young; Park, Hye-Sook; Kim, Hwan-Cheol; Hong, Yun-Chul; Kim, Young-Ju								Population-attributable risk of low birthweight related to PM10 pollution in seven Korean cities								PAEDIATRIC AND PERINATAL EPIDEMIOLOGY				24	2			140	148		10.1111/j.1365-3016.2009.01085.x			MAR 2010	2010										14							WOS:000274951600005		
