PT	AU	BA	CA	GP	RI	OI	BE	Z2	TI	X1	Y1	Z1	FT	PN	AE	Z3	SO	S1	SE	BS	VL	IS	SI	MA	BP	EP	AR	DI	D2	SU	PD	PY	AB	X4	Y4	Z4	AK	CT	CY	SP	CL	TC	Z8	ZB	ZS	Z9	SN	BN	UT	PM
J	Athanasis, Nikos; Karagiannis, Fotis; Palaiologou, Palaiologos; Vasilakos, Christos; Kalabokidis, Kostas								AEGIS App: Wildfire Information Management for Windows Phone Devices								Procedia Computer Science				56				544	549		10.1016/j.procs.2015.07.249			2015	2015						10th International Conference on Future Networks and Communications (FNC) / 12th International Conference on Mobile Systems and Pervasive Computing (MobiSPC)	AUG 17-20, 2015		Belfort, FRANCE	3							WOS:000373734500078		
J	Zagarskikh, Aleksandr; Karsakov, Andrey; Mukhina, Ksenia; Nasonov, Denis; Bezgodov, Alexey								An Efficient Approach of Infrastructure Processing Visualization Within Cloud Computing Platform								Procedia Computer Science				66				705	710		10.1016/j.procs.2015.11.080			2015	2015						4th International Young Scientists Conference on Computational Science (YSC)	JUN 25-JUL 03, 2015		Athens, GREECE	0							WOS:000373782500079		
J	Gutierrez, Jose M.; Jensen, Michael; Henius, Morten; Riaz, Tahir								Smart Waste Collection System Based on Location Intelligence								Procedia Computer Science				61				120	127		10.1016/j.procs.2015.09.170			2015	2015						Conference on Engineering Cyber Physical Systems - Machine Learning, Data Analytics and Smart Systems Architecting	NOV 02-04, 2015	Missouri Univ Sci & Technol	San Jose, CA	6							WOS:000373845000017		
J	Losch, Daniel; Wantia, Nils; Rossmann, Juergen								A Novel Cost Estimation Approach for Wood Harvesting Operations Using Symbolic Planning								Procedia Computer Science				51				306	315		10.1016/j.procs.2015.05.247			2015	2015						15th Annual International Conference on Computational Science (ICCS)	JUN 01-03, 2015	Elsevier; Univ Amsterdam; NTU Singapore; Univ Tennessee	Reykjavik Univ, Reykjavik, ICELAND	1							WOS:000373939100031		
J	Pierneef, Rian; Bezuidt, Oliver; Reva, Oleg N.								Optimization and Practical Use of Composition Based Approaches Towards Identification and Collection of Genomic Islands and Their Ontology in Prokaryotes								Procedia Computer Science				51				670	679		10.1016/j.procs.2015.05.183			2015	2015						15th Annual International Conference on Computational Science (ICCS)	JUN 01-03, 2015	Elsevier; Univ Amsterdam; NTU Singapore; Univ Tennessee	Reykjavik Univ, Reykjavik, ICELAND	2							WOS:000373939100068		
J	Bezgodov, Alexey; Karsakov, Andrey; Zagarskikh, Aleksandr; Karbovskii, Vladislav								The Framework for Rapid Graphics Application Development: The Multi-scale Problem Visualization								Procedia Computer Science				51				2729	2733		10.1016/j.procs.2015.05.406			2015	2015						15th Annual International Conference on Computational Science (ICCS)	JUN 01-03, 2015	Elsevier; Univ Amsterdam; NTU Singapore; Univ Tennessee	Reykjavik Univ, Reykjavik, ICELAND	2							WOS:000373939100282		
J	Zagarskikh, Aleksandr; Karsakov, Andrey; Bezgodov, Alexey								Efficient Visualization of Urban Simulation Data Using Modern GPUs								Procedia Computer Science				51				2928	2932		10.1016/j.procs.2015.05.481			2015	2015						15th Annual International Conference on Computational Science (ICCS)	JUN 01-03, 2015	Elsevier; Univ Amsterdam; NTU Singapore; Univ Tennessee	Reykjavik Univ, Reykjavik, ICELAND	0							WOS:000373939100318		
J	Al-Ageili, Munira; Mouhoub, Malek								Ontology-based Information Extraction for Residential Land Use Suitability: A Case Study of the City of Regina, Canada								Lecture Notes in Computer Science				9492				356	366		10.1007/978-3-319-26561-2_43			2015	2015						22nd International Conference on Neural Information Processing (ICONIP)	NOV 09-12, 2015		Istanbul, TURKEY	0							WOS:000373889900043		
J	Zhang, Xiaolei; Han, Yong; Hao, DongSheng; Lv, Zhihan								ARPPS: Augmented Reality Pipeline Prospect System								Lecture Notes in Computer Science				9492				647	656		10.1007/978-3-319-26561-2_76			2015	2015						22nd International Conference on Neural Information Processing (ICONIP)	NOV 09-12, 2015		Istanbul, TURKEY	18							WOS:000373889900076		
J	Lu Jing; Luo Xuerong								Design and Implementation of Hubei Tourism Meteorological Service System Based on GIS								AER-Advances in Engineering Research				37				66	70					2015	2015						4th International Conference on Computer, Mechatronics, Control and Electronic Engineering (ICCMCEE)	SEP 28-29, 2015	Int Informat & Engn Assoc; Indian Inst Technol; Univ Sydney Technol; Univ Polytechn Bucharest; Univ Teknologi MARA	Hangzhou, PEOPLES R CHINA	0							WOS:000373379700014		
J	Ma, He; Zhao, Yue; Wei, Guohui; Cui, Xiaoyu								Double-Bounding R-tree: A Novel Approach to Index Digital Camera's Viewable Scene								AER-Advances in Engineering Research				37				875	879					2015	2015						4th International Conference on Computer, Mechatronics, Control and Electronic Engineering (ICCMCEE)	SEP 28-29, 2015	Int Informat & Engn Assoc; Indian Inst Technol; Univ Sydney Technol; Univ Polytechn Bucharest; Univ Teknologi MARA	Hangzhou, PEOPLES R CHINA	0							WOS:000373379700159		
J	Li, Yan; Zhang, Chen; Zhang, Weikai; Zhao, Shanshan; Liu, Siyan								Analysis on Application of GIS Technology in Engineering Survey								ACSR-Advances in Comptuer Science Research				39				27	30					2015	2015						4th International Conference on Mechatronics, Materials, Chemistry and Computer Engineering (ICMMCCE)	DEC 12-13, 2015		Xian, PEOPLES R CHINA	0							WOS:000373157300006		
J	Wang, Xiuli; Lei, Jun; Bai, Jie; Li, Hengkai								A market comparison method evaluation model based on set pair analysis								ACSR-Advances in Comptuer Science Research				39				1802	1807					2015	2015						4th International Conference on Mechatronics, Materials, Chemistry and Computer Engineering (ICMMCCE)	DEC 12-13, 2015		Xian, PEOPLES R CHINA	0							WOS:000373157301157		
J	Widaningrum, Dyah Lestari								A GIS - Based Approach for Catchment Area Analysis of Convenience Store								Procedia Computer Science				72				511	518		10.1016/j.procs.2015.12.158			2015	2015						3rd Information Systems International Conference	NOV 02-04, 2015		Surabaya, INDONESIA	2							WOS:000373775700061		
J	Statuto, Dina; Cillis, Giuseppe; Picuno, Pietro								HISTORICAL CARTOGRAPHY AND GIS TOOLS FOR THE ANALYSIS OF LAND USE AND LANDSCAPE CHANGES								Actual Tasks on Agricultural Engineering-Zagreb				43				441	450					2015	2015						43rd International Symposium on Agricultural Engineering	FEB 24-27, 2015	Univ Zagreb, Fac Agr; Univ Osijek, Fac Agr, Agr Engn Dept; Univ Maribor, Fac Agr Life Sci; Agr Inst Slovenia; Agr Engn Inst Godollo; Croatian Agr Engn Soc; Ministarstvo Znanosti, Obrazovanja Sporta Republike Hrvatske; INA; Same Deutz Fahr Zetelice; Messis; Agrogrom; Findri; Geomatika Smolak; Agromarketing; Asian Assoc Agr Engn; EurAgEng; CIGR	Opatija, CROATIA	3							WOS:000373450700039		
J	Dimitrijevic, Aleksandra; Statuto, Dina; Sica, Carmela; Ponjican, Ondrej								POSSIBILITIES OF USING SPATIAL ANALYSIS (GIS) AS AN INPUT DATA TOOL FOR THE GREENHOUSE DECISION SUPPORT MODEL								Actual Tasks on Agricultural Engineering-Zagreb				43				451	459					2015	2015						43rd International Symposium on Agricultural Engineering	FEB 24-27, 2015	Univ Zagreb, Fac Agr; Univ Osijek, Fac Agr, Agr Engn Dept; Univ Maribor, Fac Agr Life Sci; Agr Inst Slovenia; Agr Engn Inst Godollo; Croatian Agr Engn Soc; Ministarstvo Znanosti, Obrazovanja Sporta Republike Hrvatske; INA; Same Deutz Fahr Zetelice; Messis; Agrogrom; Findri; Geomatika Smolak; Agromarketing; Asian Assoc Agr Engn; EurAgEng; CIGR	Opatija, CROATIA	1							WOS:000373450700040		
J	Sica, Carmela; Loisi, Rosa Viviana; Blanco, Ileana; Schettini, Evelia; Mugnozza, Giacomo Scarascia; Vox, Giuliano								SWOT ANALYSIS AND LAND MANAGEMENT OF PLASTIC WASTES IN AGRICULTURE								Actual Tasks on Agricultural Engineering-Zagreb				43				745	754					2015	2015						43rd International Symposium on Agricultural Engineering	FEB 24-27, 2015	Univ Zagreb, Fac Agr; Univ Osijek, Fac Agr, Agr Engn Dept; Univ Maribor, Fac Agr Life Sci; Agr Inst Slovenia; Agr Engn Inst Godollo; Croatian Agr Engn Soc; Ministarstvo Znanosti, Obrazovanja Sporta Republike Hrvatske; INA; Same Deutz Fahr Zetelice; Messis; Agrogrom; Findri; Geomatika Smolak; Agromarketing; Asian Assoc Agr Engn; EurAgEng; CIGR	Opatija, CROATIA	2							WOS:000373450700069		
J	Galli, A.; Corti, G.; Cocco, S.; Marcheggiani, E.								LINKING VERNACULAR ARCHITECTURE AND ENVIRONMENT: THE CASE STUDY OF THE MARCHE REGION (CENTRAL ITALY)								Actual Tasks on Agricultural Engineering-Zagreb				43				797	805					2015	2015						43rd International Symposium on Agricultural Engineering	FEB 24-27, 2015	Univ Zagreb, Fac Agr; Univ Osijek, Fac Agr, Agr Engn Dept; Univ Maribor, Fac Agr Life Sci; Agr Inst Slovenia; Agr Engn Inst Godollo; Croatian Agr Engn Soc; Ministarstvo Znanosti, Obrazovanja Sporta Republike Hrvatske; INA; Same Deutz Fahr Zetelice; Messis; Agrogrom; Findri; Geomatika Smolak; Agromarketing; Asian Assoc Agr Engn; EurAgEng; CIGR	Opatija, CROATIA	0							WOS:000373450700074		
J	Bajerski, Piotr								Interpolation as a Bridge Between Table and Array Representations of Geofields in Spatial Databases								Communications in Computer and Information Science				521				427	436		10.1007/978-3-319-18422-7_38			2015	2015						11th International Conference on Beyond Databases, Architectures and Structures (BDAS)	MAY 26-29, 2015	IEEE Poland Sect; Silesian Univ Technol, Inst Informat	Ustron, POLAND	0							WOS:000373729000038		
J	Lupa, Michal; Koziol, Krystian; Lesniak, Andrzej								An Attempt to Automate the Simplification of Building Objects in Multiresolution Databases								Communications in Computer and Information Science				521				448	459		10.1007/978-3-319-18422-7_40			2015	2015						11th International Conference on Beyond Databases, Architectures and Structures (BDAS)	MAY 26-29, 2015	IEEE Poland Sect; Silesian Univ Technol, Inst Informat	Ustron, POLAND	2							WOS:000373729000040		
J	Liu, Helin	Liu, H							The Foundation for Agent-Based Modelling: Empirical Evidence of Creative Industries' Interactions with Urban Land Use in Nanjing								Advances in Asian Human-Environmental Research								53	100		10.1007/978-3-319-16610-0_4			2015	2015										0							WOS:000371727500005		
J	Liu, Helin	Liu, H							Examining the Dynamics by Incorporating GIS Data with the CID-USST Model								Advances in Asian Human-Environmental Research								179	205		10.1007/978-3-319-16610-0_7			2015	2015										0							WOS:000371727500008		
J	Liu, Helin	Liu, H							Conclusions and Further Development								Advances in Asian Human-Environmental Research								207	215		10.1007/978-3-319-16610-0_8			2015	2015										0							WOS:000371727500009		
J	Chandio, Aftab Ahmed; Tziritas, Nikos; Zhang, Fan; Xu, Cheng-Zhong								An Approach for Map-Matching Strategy of GPS-Trajectories Based on the Locality of Road Networks								Lecture Notes in Computer Science				9502				234	246		10.1007/978-3-319-27293-1_21			2015	2015						2nd International Conference on Internet of Vehicles (IOV)	DEC 19-21, 2015		Chengdu, PEOPLES R CHINA	0							WOS:000373724400021		
J	Abdullah, Hasan Muhammad; Rahman, Md Mezanur								Initiating rain water harvest technology for climate change induced drought resilient agriculture: scopes and challenges in Bangladesh								JOURNAL OF AGRICULTURE AND ENVIRONMENT FOR INTERNATIONAL DEVELOPMENT				109	2			189	208					2015	2015										3							WOS:000373732300003		
J	Bhaskar, Bhaskara Phaneendra								Landscape planning for agridevelopment at regional scale: an example from cotton growing Yavatmal district, Maharashtra, India								JOURNAL OF AGRICULTURE AND ENVIRONMENT FOR INTERNATIONAL DEVELOPMENT				109	2			235	269					2015	2015										1							WOS:000373732300006		
J	Wei, Heyi; Huang, Zhengdong								From Experience-Oriented to Quantity-Based: A Method for Landscape Plant Selection and Configuration in Urban Built-Up Areas								JOURNAL OF SUSTAINABLE FORESTRY				34	8			698	719		10.1080/10549811.2015.1033555			2015	2015										1							WOS:000373571300002		
J	Majid, Abdul; Ahmad, Habib; Saqib, Zafeer; Ali, Haider								POTENTIAL DISTRIBUTION OF ENDEMIC SCUTELLARIA CHAMAEDRIFOLIA; GEOGRAPHIC INFORMATION SYSTEM AND STATISTICAL MODEL APPROACH								PAKISTAN JOURNAL OF BOTANY				47				51	56					2015	2015										0							WOS:000372520700006		
J	Yin Jun; Liu Xiaozhuang; Zhang Tiejun; Guo Yujia								The Study on the Urban Spatial Structure Change By High Resolution Remote Sensing Imagines-the Case of Shijiazhuang City								ACSR-Advances in Comptuer Science Research				34				641	646					2015	2015						International Conference on Industrial Technology and Management Science (ITMS)	MAR 27-28, 2015		Tianjin, PEOPLES R CHINA	0							WOS:000373400200152		
J	Pereira, Celso; Sousa, Antonio; Filipe, Vitor								Open-Source Indoor Navigation System Adapted to Users with Motor Disabilities								Procedia Computer Science				67				38	47		10.1016/j.procs.2015.09.247			2015	2015						6th International Conference on Software Development and Technologies for Enhancing Accessibility and Fighting Info-Exclusion (DSAI)	JUN 10-12, 2015		Fraunhofer FIT, Sankt Augustin, GERMANY	0							WOS:000373780600005		
J	Baratin, Laura; Bertozzi, Sara; Moretti, Elvio								THE GEOMORPHOLOGICAL TRANSFORMATIONS OF THE CITY OF URBINO: THE DESIGN OF THE CITY ANALYSED WITH GIS TOOLS								SCIRES-IT-SCIENTIFIC RESEARCH AND INFORMATION TECHNOLOGY				5	1			41	58		10.2423/122394303v5n1p41			2015	2015										1							WOS:000373627900004		
J	Battistini, Andrea; Catalano, Paola								INTERACTION BETWEEN THE SITAR AND THE BANK DATA OF THE SERVICE OF ANTHROPOLOGY OF SSBAR								ARCHEOLOGIA E CALCOLATORI								241	244					2015	2015										0							WOS:000373135700026		
J	Kesoretskikh, I.; Zotov, S.; Drobiz, M.								ASSESSING SPATIAL AND TEMPORAL CHANGES IN THE LANDSCAPE VULNERABILITY IN THE KALININGRAD REGION AS AN ELEMENT OF SUSTAINABLE SPATIAL PLANNING								BALTIJSKIJ REGION					4			122	136		10.5922/2079-8555-2015-4-10			2015	2015										0							WOS:000373148700010		
J	Gebreslasie, Michael T.; Bauwens, Ides								MALAREO: a user-driven project								GEOSPATIAL HEALTH				10	2			80	87		10.4081/gh.2015.329			2015	2015										0							WOS:000372006400002		
J	Manyangadze, Tawanda; Chimbari, Moses John; Gebreslasie, Michael; Mukaratirwa, Samson								Application of geo-spatial technology in schistosomiasis modelling in Africa: a review								GEOSPATIAL HEALTH				10	2			99	110		10.4081/gh.2015.326			2015	2015										3							WOS:000372006400003		
J	McGrail, Matthew Richard; Humphreys, John Stirling								Spatial access disparities to primary health care in rural and remote Australia								GEOSPATIAL HEALTH				10	2			138	143		10.4081/gh.2015.358			2015	2015										4							WOS:000372006400005		
J	Barbeito, Antonio; Painho, Marco; Cabral, Pedro; O'Neill, Joao								A topological multilayer model of the human body								GEOSPATIAL HEALTH				10	2			199	204		10.4081/gh.2015.375			2015	2015										1							WOS:000372006400013		
J	Gebreab, Sirak Zenebe; Vienneau, Danielle; Feigenwinter, Christian; Ba, Hampate; Cisse, Gueladio; Tsai, Ming-Yi								Spatial air pollution modelling for a West-African town								GEOSPATIAL HEALTH				10	2			205	214		10.4081/gh.2015.321			2015	2015										0							WOS:000372006400014		
J	Anno, Sumiko; Imaoka, Keiji; Tadono, Takeo; Igarashi, Tamotsu; Sivaganesh, Subramaniam; Kannathasan, Selvam; Kumaran, Vaithehi; Surendran, Sinnathamby Noble								Space-time clustering characteristics of dengue based on ecological, socio-economic and demographic factors in northern Sri Lanka								GEOSPATIAL HEALTH				10	2			215	222		10.4081/gh.2015.376			2015	2015										2							WOS:000372006400015		
J	Giardina, Federica; Franke, Jonas; Vounatsou, Penelope								Geostatistical modelling of the malaria risk in Mozambique: effect of the spatial resolution when using remotely-sensed imagery								GEOSPATIAL HEALTH				10	2			232	238		10.4081/gh.2015.333			2015	2015										1							WOS:000372006400017		
J	Ranzi, Andrea; Sterrantino, Anna Freni; Forastiere, Francesco; Sartini, Claudio; Casale, Giovanna; Cavallini, Rino; De Togni, Aldo; Gallo, Lorenza; Lauriola, Paolo								Asthmatic symptoms and air pollution: a panel study on children living in the Italian Po Valley								GEOSPATIAL HEALTH				10	2			248	254		10.4081/gh.2015.366			2015	2015										1							WOS:000372006400019		
J	Pan, Jay; Liu, Huiran; Wang, Xiuli; Xie, Hongmei; Delamater, Paul L.								Assessing the spatial accessibility of hospital care in Sichuan Province, China								GEOSPATIAL HEALTH				10	2			261	270		10.4081/gh.2015.384			2015	2015										4							WOS:000372006400021		
J	Hofer, Barbara; Brauner, Johannes; Jackson, Mike; Granell, Carlos; Rodrigues, Armanda; Nuest, Daniel; Wiemann, Stefan								Descriptions of Spatial Operations - Recent Approaches and Community Feedback								INTERNATIONAL JOURNAL OF SPATIAL DATA INFRASTRUCTURES RESEARCH				10				124	137		10.2902/1725-0463.2015.10.art6			2015	2015										2							WOS:000372908500006		
J	Mooney, Peter; Minghini, Marco; Stanley-Jones, Frances								Observations on an OpenStreetMap mapping party organised as a social event during an open source GIS conference								INTERNATIONAL JOURNAL OF SPATIAL DATA INFRASTRUCTURES RESEARCH				10				138	150		10.2902/1725-0463.2015.10.art7			2015	2015										4							WOS:000372908500007		
J	Bicik, Ivan; Kupkova, Lucie; Jelecek, Leos; Kabrda, Jan; Stych, Premysl; Janousek, Zbynek; Winklerova, Jana	Bicik, I; Kupkova, L; Jelecek, L; Kabrda, J; Stych, P; Janousek, Z; Winklerova, J							Data Sources and Research Methods								Springer Geography								67	93		10.1007/978-3-319-17671-0_5			2015	2015										0							WOS:000371063500005		
J	Xie, Jianhua; Xiao, Jian-hua								Research of Mobile Vehicle Information Acquisition System Based on GPS Satellite Positioning								Lecture Notes in Electrical Engineering				336				531	539		10.1007/978-3-662-46469-4_57			2015	2015						Chinese Intelligent Automation Conference (CIAC)	2015		Fuzhou, PEOPLES R CHINA	0							WOS:000373016800057		
J	Zhi, Jiajun								Research of Industrial Real Estate Location Decisions Based On Gis: A Case Study of Xi'An								Advances in Social Science Education and Humanities Research				32				290	295					2015	2015						International Conference on Management Science and Innovative Education (MSIE)	DEC 12-13, 2015		Xian, PEOPLES R CHINA	0							WOS:000373122800066		
J	Yang Yongbo; Li Junhua; Wang Kun; Zhan Zhu; Wang Hezhe; Gu Xiaodong								Phase-Detection Research of Intelligent Substation based on embedded system								ACSR-Advances in Comptuer Science Research				25				156	159					2015	2015						5th International Conference on Management, Computer and Education Informatization (MCEI)	SEP 25-27, 2015		Shenyang, PEOPLES R CHINA	0							WOS:000371912100042		
J	Osaci-Costache, Gabriela; Cocos, Octavian; Cocos, Alina								OLD OCCUPATIONS IN A SUB-CARPATHIAN AREA OF ROMANIA: CARTOGRAPHIC EVIDENCE FROM THE 18th TO THE 20th CENTURIES								REVISTA DE ETNOGRAFIE SI FOLCLOR-JOURNAL OF ETHNOGRAPHY AND FOLKLORE					1-2			169	192					2015	2015										0							WOS:000372857000008		
J	Fricker, Pia; Munkel, Georg								Intuitive Design through Information Maps Experimental Design Education Tools for Understanding the Power of Geospatial Data in Research-Based Large-Scale Landscape Design								ECAADE 2015: REAL TIME - EXTENDING THE REACH OF COMPUTATION, VOL 1								211	216					2015	2015						33rd International Conference on Education and Research in Computer Aided Architectural Design in Europe (eCAADe)	SEP 16-18, 2015	Autodesk; Bentley; TU Wien, Fac Architecture & Reg Planning; ArchIng Akademie	TU Wien, Vienna, AUSTRIA	1							WOS:000372317300022		
J	Mark, Earl; Ultmann, Zita								Environmental Footprint Design Tool Exchanging GIS and CAD Data in Real Time								ECAADE 2015: REAL TIME - EXTENDING THE REACH OF COMPUTATION, VOL 1								217	223					2015	2015						33rd International Conference on Education and Research in Computer Aided Architectural Design in Europe (eCAADe)	SEP 16-18, 2015	Autodesk; Bentley; TU Wien, Fac Architecture & Reg Planning; ArchIng Akademie	TU Wien, Vienna, AUSTRIA	0							WOS:000372317300023		
J	Lopes, Joao V.; Paio, Alexandra; Beirao, Jose N.; Pinho, Eliana Manuel; Nunes, Luis								Multidimensional Analysis of Public Open Spaces Urban Morphology, Parametric Modelling and Data Mining								ECAADE 2015: REAL TIME - EXTENDING THE REACH OF COMPUTATION, VOL 1								351	360					2015	2015						33rd International Conference on Education and Research in Computer Aided Architectural Design in Europe (eCAADe)	SEP 16-18, 2015	Autodesk; Bentley; TU Wien, Fac Architecture & Reg Planning; ArchIng Akademie	TU Wien, Vienna, AUSTRIA	0							WOS:000372317300038		
J	Geneletti, Davide; Ferretti, Valentina								Multicriteria analysis for sustainability assessment: concepts and case studies								Research Handbooks on Impact Assessment								235	264					2015	2015										4							WOS:000370157200011		
J	Riegel, Christoph								Spatial criticality - identifying CIP hot-spots for German regional planning								INTERNATIONAL JOURNAL OF CRITICAL INFRASTRUCTURES				11	3			265	277		10.1504/IJCIS.2015.072157			2015	2015										1							WOS:000372595500006		
J	Trentin, Romario; de Souza Robaina, Luis Eduardo; da Silveira, Claudinei Taborda								GEOMORPHOMETRIC COMPARTMENTATION OF RIVER BASIN ITU/RS								REVISTA BRASILEIRA DE GEOMORFOLOGIA				16	2			219	237					2015	2015										0							WOS:000372438400003		
