PT	AU	BA	CA	GP	RI	OI	BE	Z2	TI	X1	Y1	Z1	FT	PN	AE	Z3	SO	S1	SE	BS	VL	IS	SI	MA	BP	EP	AR	DI	D2	SU	PD	PY	AB	X4	Y4	Z4	AK	CT	CY	SP	CL	TC	Z8	ZB	ZS	Z9	SN	BN	UT	PM
J	Patel, Anjni; Krebs, Elizabeth; Andrade, Luciano; Rulisa, Stephen; Vissoci, Joao Ricardo N.; Staton, Catherine A.								The epidemiology of road traffic injury hotspots in Kigali, Rwanda from police data								BMC PUBLIC HEALTH				16						697	10.1186/s12889-016-3359-4			AUG 2 2016	2016										2							WOS:000381004300017		
J	Natuzzi, Eileen S.; Joshua, Cynthia; Shortus, Matthew; Reubin, Reginald; Dalipanda, Tenneth; Ferran, Karen; Aumua, Audrey; Brodine, Stephanie								Defining Population Health Vulnerability Following an Extreme Weather Event in an Urban Pacific Island Environment: Honiara, Solomon Islands								AMERICAN JOURNAL OF TROPICAL MEDICINE AND HYGIENE				95	2			307	314		10.4269/ajtmh.16-0177			AUG 2016	2016										1							WOS:000400206200011		
J	Robinson, David; Wienhold, Michelle								Household networks and emergent territory: a GIS study of Chumash households, villages and rock-art in South-Central California								WORLD ARCHAEOLOGY				48	3			363	380		10.1080/00438243.2016.1185378			AUG 2016	2016										1							WOS:000400244700004		
J	Dabove, Paolo; Manzino, Ambrogio Maria								Accurate Real-time GNSS positioning assisted by tablets: an innovative method for positioning and mapping								GEAM-GEOINGEGNERIA AMBIENTALE E MINERARIA-GEAM-GEOENGINEERING ENVIRONMENT AND MINING					148			17	22					AUG 2016	2016										0							WOS:000398302700002		
J	Lavy, Muriel; Amanzio, Gianpiero; Ghione, Raffaella; Crepaldi, Stefano; De Maio, Marina								Debris flow analysis through a geomorphometric model based on GIS. The case study of Monte Zerbion (Valle d'Aosta)								GEAM-GEOINGEGNERIA AMBIENTALE E MINERARIA-GEAM-GEOENGINEERING ENVIRONMENT AND MINING					148			43	52					AUG 2016	2016										0							WOS:000398302700005		
J	Xie, JiaLi; Yan, ChangZhen; Lu, ZhiXiang; Li, Sen								Remote-sensing data reveals the response of soil erosion intensity to land use change in Loess Plateau, China								SCIENCES IN COLD AND ARID REGIONS				8	4			325	333		10.3724/SP.J.1226.2016.00325			AUG 2016	2016										0							WOS:000391631800005		
J	Wang, HaiJun; Kong, XiangDong; Zhang, Bo								The simulation of LUCC based on Logistic-CA-Markov model in Qilian Mountain area, China								SCIENCES IN COLD AND ARID REGIONS				8	4			350	358		10.3724/SP.J.1226.2016.00350			AUG 2016	2016										0							WOS:000391631800008		
J	Xia, Jisheng; Dong, Pinliang								A GIS add-in for automated measurement of sand dune migration using LiDAR-derived multitemporal and high-resolution digital elevation models								GEOSPHERE				12	4			1316	1322		10.1130/GES01329.1			AUG 2016	2016										0							WOS:000390990900015		
J	Bhendekar, S. N.; Shenoy, Latha; Raje, S. G.; Chellappan, Anulekshmi; Singh, Ram								Participatory GIS in trawl fisheries along Mumbai coast, Maharashtra								INDIAN JOURNAL OF GEO-MARINE SCIENCES				45	8			937	942					AUG 2016	2016										0							WOS:000389786700002		
J	Seo, S.; Kim, D.; Min, S.; Yoo, Y.; Choung, J. T.								Smart prevention for allergic diseases: GIS-based risk index and IT-based mobile monitoring								ALLERGY				71				195	195					AUG 2016	2016						Meeting of the European-Academy-of-Allergy-and-Clinical-Immunology	JUN 11-15, 2016	European Acad Allergy & Clin Immunol	Vienna, AUSTRIA	0							WOS:000383679801201		
J	Sfredo, Giuliana Andreia; Armanini Tagliani, Carlos Roney								Analysis of Environmental Changes Resulting from Urban Occupation in Rio Grande - RS, Between 1947 and 2014 through a Geographic Information System								Desenvolvimento e Meio Ambiente				38				213	230		10.5380/dma.v38i0.46902			AUG 2016	2016										0							WOS:000389133200013		
J	Tagliani, Carlos Roney								Ecological-Economic Zoning of the Southern Zone of Rio Grande do Sul State, Brazil								Desenvolvimento e Meio Ambiente				38				303	324		10.5380/dma.v38i0.46044			AUG 2016	2016										0							WOS:000389133200017		
J	Mascarello, Marcela de Avellar; Ribeiro Gandra, Tiago Borges; de Almeida Espinoza, Jean Marcel; Asmus, Milton Lafourcade								Spatial Conflicts Among Legal Instruments of Territorial Planning: Case Study in the Casino Beach Region (Rio Grande, RS)								Desenvolvimento e Meio Ambiente				38				325	346		10.5380/dma.v38i0.46941			AUG 2016	2016										0							WOS:000389133200018		
J	Dupire, S.; Bourrier, F.; Monnet, J. -M.; Bigot, S.; Borgniet, L.; Berger, F.; Curt, T.								Novel quantitative indicators to characterize the protective effect of mountain forests against rockfall								ECOLOGICAL INDICATORS				67				98	107		10.1016/j.ecolind.2016.02.023			AUG 2016	2016										8							WOS:000388785300011		
J	Caniani, Donatella; Labella, Alessandro; Lioi, Donata Serafina; Mancini, Ignazio M.; Masi, Salvatore								Habitat ecological integrity and environmental impact assessment of anthropic activities: A GIS-based fuzzy logic model for sites of high biodiversity conservation interest								ECOLOGICAL INDICATORS				67				238	249		10.1016/j.ecolind.2016.02.038			AUG 2016	2016										4							WOS:000388785300024		
J	Manes, F.; Marando, F.; Capotorti, G.; Blasi, C.; Salvatori, E.; Fusaro, L.; Ciancarella, L.; Mircea, M.; Marchetti, M.; Chirici, G.; Munafo, M.								Regulating Ecosystem Services of forests in ten Italian Metropolitan Cities: Air quality improvement by PM10 and O-3 removal								ECOLOGICAL INDICATORS				67				425	440		10.1016/j.ecolind.2016.03.009			AUG 2016	2016										16							WOS:000388785300042		
J	Gan, Ling; Hu, Xisheng								Geographic distribution of livestock products in China- an application of spatial autocorrelation analysis								Indian Journal of Animal Research				50	4			569	579		10.18805/ijar.9367			AUG 2016	2016										0							WOS:000389291400024		
J	Etherington, Thomas R.								Using open-ended geographic information system assessments to allow students to construct relevant geographies given the internationalisation of tertiary education in New Zealand								NEW ZEALAND GEOGRAPHER				72	2			151	158		10.1111/nzg.12109			AUG 2016	2016										0							WOS:000388309700007		
J	Diez, Julia; Bilal, Usama; Cebrecos, Alba; Buczynski, Amanda; Lawrence, Robert S.; Glass, Thomas; Escobar, Francisco; Gittelsohn, Joel; Franco, Manuel								Understanding differences in the local food environment across countries: A case study in Madrid (Spain) and Baltimore (USA)								PREVENTIVE MEDICINE				89				237	244		10.1016/j.ypmed.2016.06.013			AUG 2016	2016										4							WOS:000388316700033		
J	Gyori, Maria-Mihaela; Haidu, Ionel; Humbert, Joel								DERIVING THE FLOODPLAIN IN RURAL AREAS FOR HIGH EXCEEDANCE PROBABILITY HAVING LIMITED DATA SOURCE								ENVIRONMENTAL ENGINEERING AND MANAGEMENT JOURNAL				15	8			1879	1887					AUG 2016	2016										2							WOS:000388119400023		
J	Viger, Roland J.; Rea, Alan; Simley, Jeffrey D.; Hanson, Karen M.								NHDPLUSHR: A NATIONAL GEOSPATIAL FRAMEWORK FOR SURFACE-WATER INFORMATION								JOURNAL OF THE AMERICAN WATER RESOURCES ASSOCIATION				52	4			901	905		10.1111/1752-1688.12429			AUG 2016	2016										2							WOS:000387168800009		
J	Fotopoulou, S.; Pacaud, F.; Paltani, S.; Ranalli, P.; Ramos-Ceja, M. E.; Faccioli, L.; Plionis, M.; Adami, C.; Bongiorno, A.; Brusa, M.; Chiappetti, L.; Desai, S.; Elyiv, A.; Lidman, C.; Melnyk, O.; Pierre, M.; Piconcelli, E.; Vignali, C.; Alis, S.; Ardila, F.; Arnouts, S.; Baldry, I.; Bremer, M.; Eckert, D.; Guennou, L.; Horellou, C.; Iovino, A.; Koulouridis, E.; Liske, J.; Maurogordato, S.; Menanteau, F.; Mohr, J. J.; Owers, M.; Poggianti, B.; Pompei, E.; Sadibekova, T.; Stanford, A.; Tuffs, R.; Willis, J.								The XXL Survey VI. The 1000 brightest X-ray point sources								ASTRONOMY & ASTROPHYSICS				592						A5	10.1051/0004-6361/201527402			AUG 2016	2016										7							WOS:000384722600040		
J	Silva de Faria, Karla Maria; dos Santos, Rodrigo Antonio								Spatial analysis of fragments density and landscape structure in the basin of Caiapo River - GO								ATELIE GEOGRAFICO				10	2			115	127					AUG 2016	2016										0							WOS:000385923700007		
J	Cardoso do Vale e Silva, Alexandre Henrique; Nunes, Fabrizia Gioppo								Techniques GIS applied to the analysis of t points patterns as a contribution to the cartography of seismic zones of the state of Goias								ATELIE GEOGRAFICO				10	2			128	142					AUG 2016	2016										0							WOS:000385923700008		
J	Hamid, Qudsia; Chauhdry, Muhammad Hamid; Mahmood, Shaker; Farid, Muhammad Shahid								Arc GIS and 3D Visualization of Land Records: A Case Study of Urban Areas in Punjab								NATIONAL ACADEMY SCIENCE LETTERS-INDIA				39	4			277	281		10.1007/s40009-016-0442-4			AUG 2016	2016										2							WOS:000386365800009		
J	Alqurashi, Abdullah F.; Kumar, Lalit; Al-Ghamdi, Khalid A.								Spatiotemporal Modeling of Urban Growth Predictions Based on Driving Force Factors in Five Saudi Arabian Cities								ISPRS INTERNATIONAL JOURNAL OF GEO-INFORMATION				5	8					139	10.3390/ijgi5080139			AUG 2016	2016										5							WOS:000385531500013		
J	Chinh Tran; Yanagida, John								Can Hawaii Meet Its Renewable Fuel Target? Case Study of Banagrass-Based Cellulosic Ethanol								ISPRS INTERNATIONAL JOURNAL OF GEO-INFORMATION				5	8					146	10.3390/ijgi5080146			AUG 2016	2016										0							WOS:000385531500020		
J	Harig, Oliver; Burghardt, Dirk; Hecht, Robert								A Supervised Approach to Delineate Built-Up Areas for Monitoring and Analysis of Settlements								ISPRS INTERNATIONAL JOURNAL OF GEO-INFORMATION				5	8					137	10.3390/ijgi5080137			AUG 2016	2016										1							WOS:000385531500011		
J	Schorcht, Martin; Krueger, Tobias; Meinel, Gotthard								Measuring Land Take: Usability of National Topographic Databases as Input for Land Use Change Analysis: A Case Study from Germany								ISPRS INTERNATIONAL JOURNAL OF GEO-INFORMATION				5	8					134	10.3390/ijgi5080134			AUG 2016	2016										0							WOS:000385531500008		
J	Wang Zhen-xing; Guo Qing-wei; Yang Zhi-hui; Sun Guo-qing; Ye Wan-sheng; Hu Xi-bang								A land use-based spatial analysis method for human health risk assessment of heavy metals in soil and its application in Zhuzhou City, Hunan Province, China								JOURNAL OF CENTRAL SOUTH UNIVERSITY				23	8			1915	1923		10.1007/s11771-016-3247-1			AUG 2016	2016										1							WOS:000385211000012		
J	Palenzuela, J. A.; Jimenez-Peralvarez, J. D.; El Hamdouni, R.; Alameda-Hernandez, P.; Chacon, J.; Irigaray, C.								Integration of LiDAR data for the assessment of activity in diachronic landslides: a case study in the Betic Cordillera (Spain)								LANDSLIDES				13	4			629	642		10.1007/s10346-015-0598-x			AUG 2016	2016										3							WOS:000385044500001		
J	Cao, Ying; Yin, Kunlong; Alexander, David E.; Zhou, Chao								Using an extreme learning machine to predict the displacement of step-like landslides in relation to controlling factors								LANDSLIDES				13	4			725	736		10.1007/s10346-015-0596-z			AUG 2016	2016										7							WOS:000385044500008		
J	Maria Mateos, Rosa; Garcia-Moreno, Inmaculada; Reichenbach, Paola; Herrera, Gerardo; Sarro, Roberto; Rius, Joan; Aguilo, Raul; Fiorucci, Federica								Calibration and validation of rockfall modelling at regional scale: application along a roadway in Mallorca (Spain) and organization of its management								LANDSLIDES				13	4			751	763		10.1007/s10346-015-0602-5			AUG 2016	2016										4							WOS:000385044500010		
J	Hong, Insu; Murray, Alan T.								Assessing Raster GIS Approximation for Euclidean Shortest Path Routing								TRANSACTIONS IN GIS				20	4			570	584		10.1111/tgis.12160			AUG 2016	2016										0							WOS:000385267500005		
J	Dean, Denis J.; Thakar, Vaishnavi; Sirdeshmukh, Neeraj								Optimal Routefinding Across Landscapes Featuring High-cost Linear Obstacles								TRANSACTIONS IN GIS				20	4			613	625		10.1111/tgis.12170			AUG 2016	2016										1							WOS:000385267500007		
J	Shi, Mingyuan; Chen, Jianping; Song, Yang; Zhang, Wen; Song, Shengyuan; Zhang, Xudong								Assessing debris flow susceptibility in Heshigten Banner, Inner Mongolia, China, using principal component analysis and an improved fuzzy C-means algorithm								BULLETIN OF ENGINEERING GEOLOGY AND THE ENVIRONMENT				75	3			909	922		10.1007/s10064-015-0784-z			AUG 2016	2016										2							WOS:000384816300003		
J	Meng, Qingkai; Miao, Fang; Zhen, Jing; Wang, Xinyuan; Wang, An; Peng, Ying; Fan, Qiang								GIS-based landslide susceptibility mapping with logistic regression, analytical hierarchy process, and combined fuzzy and support vector machine methods: a case study from Wolong Giant Panda Natural Reserve, China								BULLETIN OF ENGINEERING GEOLOGY AND THE ENVIRONMENT				75	3			923	944		10.1007/s10064-015-0786-x			AUG 2016	2016										4							WOS:000384816300004		
J	Kaya, Ayberk; Akgun, Aykut; Karaman, Kadir; Bulut, Fikri								Understanding the mechanism of slope failure on a nearby highway tunnel route by different slope stability analysis methods: a case from NE Turkey								BULLETIN OF ENGINEERING GEOLOGY AND THE ENVIRONMENT				75	3			945	958		10.1007/s10064-015-0770-5			AUG 2016	2016										2							WOS:000384816300005		
J	Djokanovic, S.; Abolmasov, B.; Jevremovic, D.								GIS application for landfill site selection: a case study in Pancevo, Serbia								BULLETIN OF ENGINEERING GEOLOGY AND THE ENVIRONMENT				75	3			1273	1299		10.1007/s10064-016-0888-0			AUG 2016	2016										2							WOS:000384816300026		
J	El Maguiri, Abdelhakim; Kissi, Benaissa; Idrissi, Laila; Souabi, Salah								Landfill site selection using GIS, remote sensing and multicriteria decision analysis: case of the city of Mohammedia, Morocco								BULLETIN OF ENGINEERING GEOLOGY AND THE ENVIRONMENT				75	3			1301	1309		10.1007/s10064-016-0889-z			AUG 2016	2016										2							WOS:000384816300027		
J	Erdogan, Aygun; Zwick, Paul D.								Spatial decision making under determinism vs. uncertainty: A comparative multi-level approach to preference mapping								HACETTEPE JOURNAL OF MATHEMATICS AND STATISTICS				45	4			1245	1273					AUG 2016	2016										0							WOS:000384774600020		
J	Sofina, Natalia; Ehlers, Manfred								Building Change Detection Using High Resolution Remotely Sensed Data and GIS								IEEE JOURNAL OF SELECTED TOPICS IN APPLIED EARTH OBSERVATIONS AND REMOTE SENSING				9	8			3430	3438		10.1109/JSTARS.2016.2542074			AUG 2016	2016										0							WOS:000384907200008		
J	Chen, Mu-Kuen; Chen, Jeng-Ming; Cheng, Chao-Yuan								Partial Discharge Detection in 11.4 kV Cast Resin Power Transformer								IEEE TRANSACTIONS ON DIELECTRICS AND ELECTRICAL INSULATION				23	4			2223	2231		10.1109/TDEI.2016.005384			AUG 2016	2016										0							WOS:000384239600062		
J	Ji, Hong-xin; Li, Cheng-rong; Ma, Guo-ming; Pang, Zhi-kai; Tang, Zhi-guo; Wen, Hao; Cui, Bo-yuan								Partial Discharge Occurrence Induced by Crack Defect on GIS Insulator Operated at 1100 kV								IEEE TRANSACTIONS ON DIELECTRICS AND ELECTRICAL INSULATION				23	4			2250	2257		10.1109/TDEI.2016.005610			AUG 2016	2016										1							WOS:000384239600019		
J	An, Zhenlian; Xiao, Huanhuan; Liu, Fenglei; Zheng, Feihu; Lei, Qingquan; Zhang, Yewen								Improved Resistance of Epoxy Resin to Corona Discharge by Direct Fluorination								IEEE TRANSACTIONS ON DIELECTRICS AND ELECTRICAL INSULATION				23	4			2278	2287		10.1109/TDEI.2016.005662			AUG 2016	2016										6							WOS:000384239600005		
J	Xie, Qing; Wang, Yang; Liu, Xiong; Huang, He; Zhang, Cheng; Shao, Tao								Characteristics of Microsecond-pulse Surface Flashover on Epoxy Resin Surfaces in SF6								IEEE TRANSACTIONS ON DIELECTRICS AND ELECTRICAL INSULATION				23	4			2328	2336		10.1109/TDEI.2016.005737			AUG 2016	2016										4							WOS:000384239600066		
J	Du, B. X.; Li, Ang; Li, Jin								Effects of AC and Pulse Voltage Combination on Surface Charge Accumulation and Decay of Epoxy Resin								IEEE TRANSACTIONS ON DIELECTRICS AND ELECTRICAL INSULATION				23	4			2368	2376		10.1109/TDEI.2016.005708			AUG 2016	2016										4							WOS:000384239600014		
J	Ertugay, Kivanc; Argyroudis, Sotiris; Duzgun, H. Sebnem								Accessibility modeling in earthquake case considering road closure probabilities: A case study of health and shelter service accessibility in Thessaloniki, Greece								INTERNATIONAL JOURNAL OF DISASTER RISK REDUCTION				17				49	66		10.1016/j.ijdrr.2016.03.005			AUG 2016	2016										1							WOS:000384837100006		
J	Seekao, Chaiyaporn; Pharino, Chanathip								Key factors affecting the flood vulnerability and adaptation of the shrimp farming sector in Thailand								INTERNATIONAL JOURNAL OF DISASTER RISK REDUCTION				17				161	172		10.1016/j.ijdrr.2016.04.012			AUG 2016	2016										2							WOS:000384837100017		
J	de Almeida, Lutiane Queiroz; Welle, Torsten; Birkmann, Joern								Disaster risk indicators in Brazil: A proposal based on the world risk index								INTERNATIONAL JOURNAL OF DISASTER RISK REDUCTION				17				251	272		10.1016/j.ijdrr.2016.04.007			AUG 2016	2016										1							WOS:000384837100024		
J	Neumeier, Stefan								Regional Distribution of Ambulant Nursing Services in Germany. A GIS Accessibility Analysis								RAUMFORSCHUNG UND RAUMORDNUNG-SPATIAL RESEARCH AND PLANNING				74	4			339	359		10.1007/s13147-016-0409-4			AUG 2016	2016										0							WOS:000384800200005		
J	Dennis, M.; Armitage, R. P.; James, P.								Appraisal of social-ecological innovation as an adaptive response by stakeholders to local conditions: Mapping stakeholder involvement in horticulture orientated green space management								URBAN FORESTRY & URBAN GREENING				18				86	94		10.1016/j.ufug.2016.05.010			AUG 1 2016	2016										3							WOS:000384914700010		
J	Gupta, Kshama; Roy, Arijit; Luthra, Kanishka; Maithani, Sandeep; Mahavir								GIS based analysis for assessing the accessibility at hierarchical levels of urban green spaces								URBAN FORESTRY & URBAN GREENING				18				198	211		10.1016/j.ufug.2016.06.005			AUG 1 2016	2016										7							WOS:000384914700022		
J	Piedrahita-Cortes, Juan; Soler-Tovar, Diego								Geographical distribution of the red howler monkey (Alouatta seniculus) and yellow fever in Colombia								BIOMEDICA				36				116	124		10.7705/biomedica.v36i0.2929			AUG 2016	2016										1							WOS:000384630100013		
J	Gupta, P. K.; Chauhan, S.; Oza, M. P.								Modelling surface run-off and trends analysis over India								JOURNAL OF EARTH SYSTEM SCIENCE				125	6			1089	1102		10.1007/s12040-016-0720-z			AUG 2016	2016										0							WOS:000383596500001		
J	Masoud, M. H.; El Osta, M. M.								Evaluation of groundwater vulnerability in El-Bahariya Oasis, Western Desert, Egypt, using modelling and GIS techniques: A case study								JOURNAL OF EARTH SYSTEM SCIENCE				125	6			1139	1155		10.1007/s12040-016-0725-7			AUG 2016	2016										2							WOS:000383596500004		
J	Jaunich, Megan K.; Levis, James W.; Barlaz, Morton A.; DeCarolis, Joseph F.								Lifecycle Process Model for Municipal Solid Waste Collection								JOURNAL OF ENVIRONMENTAL ENGINEERING				142	8					04016037	10.1061/(ASCE)EE.1943-7870.0001065			AUG 2016	2016										3							WOS:000381083300002		
J	Ahmed, Haroon; Malik, Ayesha; Arshad, Muhammad; Mustafa, Irfan; Khan, Mobushir Riaz; Afzal, Muhammad Sohail; Ali, Shahzad; Mobeen, Muhammad; Simsek, Sami								Seroprevalence and Spatial Distribution of Toxoplasmosis in Sheep and Goats in North-Eastern Region of Pakistan								KOREAN JOURNAL OF PARASITOLOGY				54	4			439	446		10.3347/kjp.2016.54.4.439			AUG 2016	2016										0							WOS:000383978300008		
J	Tanajewski, Dariusz; Bakula, Mieczyslaw								Application of Ground Penetrating Radar Surveys and GPS Surveys for Monitoring the Condition of Levees and Dykes								ACTA GEOPHYSICA				64	4			1093	1111		10.1515/acgeo-2016-0006			AUG 2016	2016										0							WOS:000382229800013		
J	Noorollahi, Ehsan; Fadai, Dawud; Shirazi, Mohsen Akbarpour; Ghodsipour, Seyed Hassan								Land Suitability Analysis for Solar Farms Exploitation Using GIS and Fuzzy Analytic Hierarchy Process (FAHP)-A Case Study of Iran								ENERGIES				9	8					643	10.3390/en9080643			AUG 2016	2016										8							WOS:000383547400073		
J	Suh, Jangwon; Brownson, Jeffrey R. S.								Solar Farm Suitability Using Geographic Information System Fuzzy Sets and Analytic Hierarchy Processes: Case Study of Ulleung Island, Korea								ENERGIES				9	8					648	10.3390/en9080648			AUG 2016	2016										4							WOS:000383547400078		
J	Constant, Thibaut; Charriere, Severine; Lioeddine, Abdejalil; Emsellem, Yves								Use of modeling to protect, plan, and manage water resources in catchment areas								ENVIRONMENTAL SCIENCE AND POLLUTION RESEARCH				23	16			15841	15851		10.1007/s11356-015-5459-6			AUG 2016	2016						International Conference on Integrated Management of Environment (ICIME)	SEP 25-28, 2014		Hammamet, TUNISIA	0							WOS:000381156600007		
J	Aguilar, Yameli; Bautista, Francisco; Mendoza, Manuel E.; Frausto, Oscar; Ihl, Thomas								DENSITY OF KARST DEPRESSIONS IN YUCATAN STATE, MEXICO								JOURNAL OF CAVE AND KARST STUDIES				78	2			51	60		10.4311/2015ES0124			AUG 2016	2016										2							WOS:000383820300001		
J	Glatman-Freedman, Aharona; Kaufman, Zalman; Kopel, Eran; Bassal, Ravit; Taran, Diana; Valinsky, Lea; Agmon, Vered; Shpriz, Manor; Cohen, Daniel; Anis, Emilia; Shohat, Tamy								Near real-time space-time cluster analysis for detection of enteric disease outbreaks in a community setting								JOURNAL OF INFECTION				73	2			99	106		10.1016/j.jinf.2016.04.038			AUG 2016	2016										3							WOS:000383380000001		
J	Tok, Ezgi								Anthropogenic pressures on productive soils in Corlu and Cerkezkoy								PHYSICS AND CHEMISTRY OF THE EARTH				94				207	218		10.1016/j.pce.2015.10.021			AUG 2016	2016										0							WOS:000383345800023		
J	Ghalhari, Gholamabbas Fallah; Roudbari, Abbasali Dadashi; Asadi, Mehdi								Identifying the spatial and temporal distribution characteristics of precipitation in Iran								ARABIAN JOURNAL OF GEOSCIENCES				9	12					595	10.1007/s12517-016-2606-4			AUG 2016	2016										2							WOS:000381983600004		
J	Kanjanakul, Chollada; Chub-uppakarn, Tanan; Chalermyanont, Tanit								Rainfall thresholds for landslide early warning system in Nakhon Si Thammarat								ARABIAN JOURNAL OF GEOSCIENCES				9	11					584	10.1007/s12517-016-2614-4			AUG 2016	2016										1							WOS:000381982800011		
J	Rashidi, Sharareh; Vafakhah, Mehdi; Lafdani, Elham Kakaei; Javadi, Mohammad Reza								Evaluating the support vector machine for suspended sediment load forecasting based on gamma test								ARABIAN JOURNAL OF GEOSCIENCES				9	11					583	10.1007/s12517-016-2601-9			AUG 2016	2016										4							WOS:000381982800010		
J	Atanackovic, Nebojsa; Dragisic, Veselin; Zivanovic, Vladimir; Gardijan, Suncica; Magazinovic, Sava								Regional-scale screening of groundwater pollution risk induced by historical mining activities in Serbia								ENVIRONMENTAL EARTH SCIENCES				75	16					1152	10.1007/s12665-016-5983-9			AUG 2016	2016										0							WOS:000381986800002		
J	Fanos, Ali Mutar; Pradhan, Biswajeet; Aziz, Azlan Abdul; Jebur, Mustafa Neamah; Park, Hyuck-Jin								Assessment of multi-scenario rockfall hazard based on mechanical parameters using high-resolution airborne laser scanning data and GIS in a tropical area								ENVIRONMENTAL EARTH SCIENCES				75	15					1129	10.1007/s12665-016-5936-3			AUG 2016	2016										0							WOS:000381077100012		
J	Flett, Lonnie; Krekeler, Mark P. S.; Burke, Michelle								Investigations of road sediment in an industrial corridor near low-income housing in Hamilton, Ohio								ENVIRONMENTAL EARTH SCIENCES				75	16					1156	10.1007/s12665-016-5945-2			AUG 2016	2016										1							WOS:000381986800006		
J	Keshtkar, A. R.; Oros, Z.; Mohammadkhan, Sh.; Eagdari, S.; Paktinat, H.								Multi-criteria analysis in Artemia farming site selection for sustainable desert ecosystems planning and management (case study: Siahkouh Playa, Iran)								ENVIRONMENTAL EARTH SCIENCES				75	16					1195	10.1007/s12665-016-5998-2			AUG 2016	2016										0							WOS:000381986800043		
J	Kong, Chunfang; Lan, Hai; Yang, Guang; Xu, Kai								Geo-environmental suitability assessment for agricultural land in the rural-urban fringe using BPNN and GIS: a case study of Hangzhou								ENVIRONMENTAL EARTH SCIENCES				75	15					1136	10.1007/s12665-016-5956-z			AUG 2016	2016										4							WOS:000381077100019		
J	Magesh, N. S.; Chandrasekar, N.								Assessment of soil erosion and sediment yield in the Tamiraparani sub-basin, South India, using an automated RUSLE-SY model								ENVIRONMENTAL EARTH SCIENCES				75	16					1208	10.1007/s12665-016-6010-x			AUG 2016	2016										1							WOS:000381986800056		
J	Mogaji, Kehinde Anthony								Combining geophysical techniques and multi-criteria GIS-based application modeling approach for groundwater potential assessment in southwestern Nigeria								ENVIRONMENTAL EARTH SCIENCES				75	16					1181	10.1007/s12665-016-5897-6			AUG 2016	2016										3							WOS:000381986800031		
J	Yan, Mingjiang; Wang, Qian; Tian, Yanliang; Wang, Jinzhe; Nie, Zhenlong; Zhang, Guanghui								The dynamics and origin of groundwater salinity in the northeast Hufu Plain								ENVIRONMENTAL EARTH SCIENCES				75	16					1154	10.1007/s12665-016-5965-y			AUG 2016	2016										0							WOS:000381986800004		
J	Thomas, Matthew A.; Loague, Keith								Landscape Change as Recorded by the Ocean Shore Railroad								ENVIRONMENTAL & ENGINEERING GEOSCIENCE				22	3			209	223					AUG 2016	2016										0							WOS:000382793100003		
J	Simpson, Jocelyn M.; Darrow, Margaret M.; Huang, Scott L.; Daanen, Ronald P.; Hubbard, Trent D.								Investigating Movement and Characteristics of a Frozen Debris Lobe, South-Central Brooks Range, Alaska								ENVIRONMENTAL & ENGINEERING GEOSCIENCE				22	3			259	277					AUG 2016	2016										1							WOS:000382793100006		
J	Lind, Pernille L.; Jensen, Pernille V.; Glumer, Charlotte; Toft, Ulla								The association between accessibility of local convenience stores and unhealthy diet								EUROPEAN JOURNAL OF PUBLIC HEALTH				26	4			634	639		10.1093/eurpub/ckv242			AUG 2016	2016										1							WOS:000383233800022		
J	Siebor, Eliane; de Curraize, Claire; Amoureux, Lucie; Neuwirth, Catherine								Mobilization of the Salmonella genomic island SGI1 and the Proteus genomic island PGI1 by the A/C-2 plasmid carrying bla(TEM-24) harboured by various clinical species of Enterobacteriaceae								JOURNAL OF ANTIMICROBIAL CHEMOTHERAPY				71	8			2167	2170		10.1093/jac/dkw151			AUG 2016	2016										4							WOS:000383249500018		
J	Hou, Keyong; Li, Jinxu; Qu, Tuanshuai; Tang, Bin; Zhu, Liping; Huang, Yunguang; Li, Haiyang								Development of a suitcase time-of-flight mass spectrometer for in situ fault diagnosis of SF6-insulated switchgear by detection of decomposition products								RAPID COMMUNICATIONS IN MASS SPECTROMETRY				30				38	43		10.1002/rcm.7624			AUG 2016	2016						2nd National Conference on Mass Spectrometry Analysis of China	OCT, 2015	Zhejiang Univ	PEOPLES R CHINA	0							WOS:000382975400009		
J	Beiler, Michelle Oswald; Mohammed, Mona								Exploring transportation equity: Development and application of a transportation justice framework								TRANSPORTATION RESEARCH PART D-TRANSPORT AND ENVIRONMENT				47				285	298		10.1016/j.trd.2016.06.007			AUG 2016	2016										0							WOS:000381546900022		
J	Teo, Tee-Ann; Cho, Kuan-Hsun								BIM-oriented indoor network model for indoor and outdoor combined route planning								ADVANCED ENGINEERING INFORMATICS				30	3			268	282		10.1016/j.aei.2016.04.007			AUG 2016	2016										10							WOS:000382793700002		
J	Webster, K.; Arroyo-Mora, J. P.; Coomes, O. T.; Takasaki, Y.; Abizaid, C.								A cost path and network analysis methodology to calculate distances along a complex river network in the Peruvian Amazon								APPLIED GEOGRAPHY				73				13	25		10.1016/j.apgeog.2016.05.008			AUG 2016	2016										3							WOS:000381593000002		
J	Su, Shiliang; Wan, Chen; Hu, Yixuan; Cai, Zhongliang								Characterizing geographical preferences of international tourists and the local influential factors in China using geo-tagged photos on social media								APPLIED GEOGRAPHY				73				26	37		10.1016/j.apgeog.2016.06.001			AUG 2016	2016										5							WOS:000381593000003		
